bbg_ticker,change,count,delist_date,effective_date,fund_beta,halt_flag,ipo_date,ipo_return,listing_place,number_of_cons,review_type,sector,stock_beta,stock_code,stock_name,stock_name_chinese,trade_end_date,trade_id,trade_start_date,year
1321 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.5235,1321,China Newcity,中國新城市,2016-04-25,620,2015-12-21,2016
1528 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.8594,1528,RS Macalline,紅星美凱龍,2016-04-25,621,2015-12-21,2016
1700 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,0.6272,1700,Springland,華地國際控股,2016-04-25,622,2015-12-21,2016
1881 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.6092,1881,Regal REIT,富豪產業信託,2016-04-25,623,2015-12-21,2016
2383 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Unknown,1.0589,2383,Tom Group,TOM集團,2016-04-25,624,2015-12-21,2016
2686 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Energy,1.4028,2686,AAG Energy,亞美能源,2016-04-25,625,2015-12-21,2016
87001 HK Equity,Delete,-26,,2016-03-14,0.9966,False,,,HK,505,Regular,Properties & Construction,0.4732,87001,Hui Xian REIT,匯賢產業信託,2016-04-25,626,2015-12-21,2016
1697750D HK Equity,Delete,-1,2015-12-30,2015-12-31,0.9942,False,2015-10-22,0.0,HK,480,Interim,Unknown,0.7281,1025,Wumart,物美商業,2015-12-30,627,2015-10-22,2015
3969 HK Equity,Add,1,,2015-12-07,0.9929,False,,,HK,481,Interim,Information Technology,0.8183,3969,China CRSC,中國通號,2016-01-18,628,2015-09-14,2015
555 HK Equity,Delete,-1,,2015-10-12,0.9967,True,,,HK,480,Interim,Unknown,0.8254,555,REXLot Holdings,御泰中彩控股,2015-11-23,629,2015-07-20,2015
85 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Information Technology,1.0521,85,China Electron,中國電子 ,2015-10-26,630,2015-06-22,2015
109 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Financials,0.4228,109,Good Resources,天成國際,2015-10-26,631,2015-06-22,2015
198 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.6024,198,SMI Holdings ,星美控股,2015-10-26,632,2015-06-22,2015
207 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Properties & Construction,1.0865,207,Joy City Ppt,大悅城地產   ,2015-10-26,633,2015-06-22,2015
295 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.6278,295,Kong Sun Hold,江山控股 ,2015-10-26,634,2015-06-22,2015
341 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.4618,341,Cafe de Coral H,大家樂集團 ,2015-10-26,635,2015-06-22,2015
354 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Information Technology,1.2626,354,Chinasoft Int'l,中國軟件國際 ,2015-10-26,636,2015-06-22,2015
419 HK Equity,Add,37,,2015-09-14,1.0011,False,2015-06-24,0.0,HK,481,Regular,Unknown,0.5657,419,Jiuhao Health,中國9號健康 ,2015-10-26,637,2015-06-24,2015
607 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Properties & Construction,0.4993,607,Fullshare,豐盛控股 ,2015-10-26,638,2015-06-22,2015
686 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Industrials,0.9743,686,United PV,聯合光伏 ,2015-10-26,639,2015-06-22,2015
855 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Utilities,0.7413,855,China Water,中國水務,2015-10-26,640,2015-06-22,2015
911 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.8478,911,Hangfat Ginseng,恒發洋參,2015-10-26,641,2015-06-22,2015
993 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Financials,1.1998,993,Simsen Int'l,天行國際,2015-10-26,642,2015-06-22,2015
1023 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.41,1023,Sitoy Group,時代集團控股 ,2015-10-26,643,2015-06-22,2015
1027 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,2.3113,1027,China Jicheng,中國集成控股 ,2015-10-26,644,2015-06-22,2015
1033 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Energy,0.9055,1033,Sinopec SSC,中石化油服 ,2015-10-26,645,2015-06-22,2015
1063 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Information Technology,0.9346,1063,Suncorp Tech,新確科技,2015-10-26,646,2015-06-22,2015
1236 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Information Technology,0.6234,1236,National Agri,國農控股 ,2015-10-26,647,2015-06-22,2015
1310 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Telecommunications,0.3424,1310,HKBN,香港寬頻,2015-10-26,648,2015-06-22,2015
1316 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.6946,1316,Nexteer,耐世特  ,2015-10-26,649,2015-06-22,2015
1321 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Properties & Construction,0.8999,1321,China Newcity,中國新城市,2015-10-26,650,2015-06-22,2015
1368 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.5863,1368,Xtep Int'l,特步國際,2015-10-26,651,2015-06-22,2015
1415 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Industrials,1.4647000000000001,1415,Cowell,高偉電子  ,2015-10-26,652,2015-06-22,2015
1528 HK Equity,Add,37,,2015-09-14,1.0005,False,2015-06-26,-4.066926198956344,HK,481,Regular,Properties & Construction,,1528,RS Macalline,紅星美凱龍 ,2015-10-26,653,2015-06-26,2015
1530 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,1.51,1530,3SBio,三生製藥  ,2015-10-26,654,2015-06-22,2015
1776 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Financials,1.4417,1776,GF Sec,廣發証券,2015-10-26,655,2015-06-22,2015
1819 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.5549,1819,Fuguiniao,富貴鳥,2015-10-26,656,2015-06-22,2015
1848 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.9003,1848,CALC,中國飛機租賃,2015-10-26,657,2015-06-22,2015
1631059D HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.6883,1968,Peak Sport,匹克體育,2015-10-26,658,2015-06-22,2015
2200 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.5611,2200,Hosa Int'l,浩沙國際,2015-10-26,659,2015-06-22,2015
2393 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Industrials,0.5928,2393,Yestar Intl,巨星國際控股,2015-10-26,660,2015-06-22,2015
2686 HK Equity,Add,37,,2015-09-14,1.0011,False,2015-06-23,-7.333333333333325,HK,481,Regular,Energy,,2686,AAG Energy,亞美能源 ,2015-10-26,661,2015-06-23,2015
3396 HK Equity,Add,37,,2015-09-14,0.9998,False,2015-06-29,-0.06979990693344318,HK,481,Regular,Conglomerates,,3396,LegendHoldings,聯想控股 ,2015-10-26,662,2015-06-29,2015
3606 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.7023,3606,Fuyao Glass,福耀玻璃 ,2015-10-26,663,2015-06-22,2015
6166 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Properties & Construction,0.3613,6166,China VAST,中國宏泰發展,2015-10-26,664,2015-06-22,2015
6886 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Financials,0.6067,6886,HTSC,HTSC,2015-10-26,665,2015-06-22,2015
87001 HK Equity,Add,37,,2015-09-14,1.0011,False,,,HK,481,Regular,Properties & Construction,0.4225,87001,Hui Xian REIT,匯賢產業信託,2015-10-26,666,2015-06-22,2015
484 HK Equity,Delete,-7,,2015-09-14,1.0011,False,,,HK,481,Regular,Information Technology,0.9699,484,Forgame,雲遊控股,2015-10-26,667,2015-06-22,2015
520 HK Equity,Delete,-7,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.7595,520,Xiabuxiabu,呷哺呷哺,2015-10-26,668,2015-06-22,2015
846 HK Equity,Delete,-7,,2015-09-14,1.0011,False,,,HK,481,Regular,Properties & Construction,0.6443,846,Mingfa Group,明發集團,2015-10-26,669,2015-06-22,2015
887 HK Equity,Delete,-7,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.9645,887,Emperor Watch&J,英皇鐘錶珠寶,2015-10-26,670,2015-06-22,2015
1555 HK Equity,Delete,-7,,2015-09-14,1.0011,False,,,HK,481,Regular,Energy,0.8667,1555,MIE Holdings,MI能源,2015-10-26,671,2015-06-22,2015
1958 HK Equity,Delete,-7,,2015-09-14,1.0011,False,,,HK,481,Regular,Unknown,0.6835,1958,BAIC Motor,北京汽車,2015-10-26,672,2015-06-22,2015
2066 HK Equity,Delete,-7,,2015-09-14,1.0011,False,,,HK,481,Regular,Financials,0.5111,2066,ShengjingBank,盛京銀行,2015-10-26,673,2015-06-22,2015
566 HK Equity,Delete,-1,2015-05-20,2015-07-27,1.0066,False,,,HK,451,Interim,Industrials,0.354,566,Hanergy TFP,漢能薄膜發電,2015-05-20,674,2015-05-04,2015
460 HK Equity,Delete,-7,,2015-07-13,1.0056,True,,,HK,452,Interim,Unknown,0.6188,460,Sihuan Pharm,四環醫藥 ,2015-08-24,675,2015-04-20,2015
691 HK Equity,Delete,-7,,2015-07-13,1.0056,True,,,HK,452,Interim,Properties & Construction,1.1317,691,Shanshui Cement,山水水泥,2015-08-24,676,2015-04-20,2015
940 HK Equity,Delete,-7,,2015-07-13,1.0056,True,,,HK,452,Interim,Unknown,0.541,940,C Animal Health,中國動物保健品   ,2015-08-24,677,2015-04-20,2015
967 HK Equity,Delete,-7,,2015-07-13,1.0056,True,,,HK,452,Interim,Utilities,0.6884,967,Sound Global,桑德國際,2015-08-24,678,2015-04-20,2015
1149 HK Equity,Delete,-7,,2015-07-13,1.0056,True,,,HK,452,Interim,Information Technology,0.6732,1149,Anxin-China,中國安芯,2015-08-24,679,2015-04-20,2015
1619 HK Equity,Delete,-7,,2015-07-13,1.0056,True,,,HK,452,Interim,Materials,0.169,1619,Tianhe Chem,天合化工 ,2015-08-24,680,2015-04-20,2015
1638 HK Equity,Delete,-7,,2015-07-13,1.0056,True,,,HK,452,Interim,Properties & Construction,0.9057,1638,Kaisa Group,佳兆業集團,2015-08-24,681,2015-04-20,2015
1113 HK Equity,Add,1,,2015-06-03,0.9979,False,2015-06-03,-5.465587044534415,HK,459,Interim,Properties & Construction,,1113,Ck Property,長實地產,2015-07-15,682,2015-06-03,2015
13 HK Equity,Delete,-1,2015-05-26,2015-05-27,1.0094,False,,,HK,458,Interim,Conglomerates,0.8444,13,Hutchison ,和記黃埔,2015-05-26,683,2015-03-04,2015
1773005D HK Equity,Delete,-1,2015-05-06,2015-05-21,1.0084,False,,,HK,459,Interim,Industrials,0.759,6199,China CNR,中國北車,2015-05-06,684,2015-02-26,2015
2626 HK Equity,Delete,-1,2015-03-25,2015-03-26,1.0063,False,,,HK,460,Interim,Materials,0.5355,2626,HNC,湖南有色金屬,2015-03-25,685,2015-01-02,2015
1 HK Equity,Add,1,,2015-03-18,1.007,False,,,HK,461,Name Change,Properties & Construction,0.9229,1,CKH Holdings,長和,2015-04-29,686,2014-12-24,2015
1 HK Equity,Delete,-1,,2015-03-18,1.007,False,,,HK,461,Name Change,Properties & Construction,0.9229,1,Cheung Kong,長江實業,2015-04-29,687,2014-12-24,2015
35 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.6733,35,FE Consort Intl,FE Consort Intl,2015-04-20,688,2014-12-15,2015
182 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Utilities,1.0537,182,China Windpower,中國風電,2015-04-20,689,2014-12-15,2015
241 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Information Technology,0.0447,241,Ali Health,阿里健康,2015-04-20,690,2014-12-15,2015
317 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,0.6951,317,Guangzhou Ship,廣州廣船國際股份,2015-04-20,691,2014-12-15,2015
327 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Information Technology,0.7562,327,PAX Global,百富環球,2015-04-20,692,2014-12-15,2015
348 HK Equity,Add,50,,2015-03-09,1.0062,True,,,HK,461,Regular,Unknown,,348,HaierHealthwise,海爾智能健康,2015-04-20,693,2014-12-15,2015
400 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Information Technology,0.6942,400,Cogobuy,科通芯城,2015-04-20,694,2014-12-15,2015
405 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.6236,405,Yuexiu REIT,越秀房產信託基金,2015-04-20,695,2014-12-15,2015
435 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.6218,435,Sunlight REIT,陽光房地產基金,2015-04-20,696,2014-12-15,2015
439 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,0.5093,439,KuangChi,光啟科學,2015-04-20,697,2014-12-15,2015
451 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,0.7006,451,GCL NewEnergy,協鑫新能源,2015-04-20,698,2014-12-15,2015
517 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,0.623,517,COSCO Intl Hold,中遠國際控股,2015-04-20,699,2014-12-15,2015
520 HK Equity,Add,50,,2015-03-09,1.0065,False,2014-12-17,-3.404255319148941,HK,461,Regular,Unknown,,520,Xiabuxiabu,呷哺呷哺,2015-04-20,700,2014-12-17,2015
543 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Information Technology,0.8667,543,Pacific Online,太平洋網絡,2015-04-20,701,2014-12-15,2015
698 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Information Technology,0.8817,698,Tongda Group,通達集團,2015-04-20,702,2014-12-15,2015
778 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.5347,778,Fortune REIT,置富產業信託,2015-04-20,703,2014-12-15,2015
823 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.6219,823,Link REIT,領匯房產基金,2015-04-20,704,2014-12-15,2015
925 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.7643,925,Bj Properties,北京建設,2015-04-20,705,2014-12-15,2015
931 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Financials,0.9659,931,China LNG,中國天然氣,2015-04-20,706,2014-12-15,2015
933 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Energy,0.6459,933,Brightoil,光匯石油,2015-04-20,707,2014-12-15,2015
950 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.5891,950,Lee's Pharm,李氏大藥廠,2015-04-20,708,2014-12-15,2015
967 HK Equity,Add,50,2015-03-13,2015-03-09,1.0062,False,,,HK,461,Regular,Utilities,0.7504,967,Sound Global,桑德國際,2015-03-13,709,2014-12-15,2015
1004 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Financials,0.4239,1004,Rising Dev Hold,麗盛集團控股,2015-04-20,710,2014-12-15,2015
1060 HK Equity,Add,50,2015-04-17,2015-03-09,1.0069,False,2014-12-22,0.0,HK,461,Regular,Unknown,0.1635,1060,Ali Pictures,阿里影業,2015-04-17,711,2014-12-22,2015
1076 HK Equity,Add,50,2015-04-17,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.2482,1076,Imperial Pac,博華太平洋,2015-04-17,712,2014-12-15,2015
1101 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,0.9514,1101,Ch Rongsheng,中國熔盛重工,2015-04-20,713,2014-12-15,2015
1180 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.8136,1180,Paradise Ent,匯彩控股,2015-04-20,714,2014-12-15,2015
1302 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.3648,1302,LifeTech Sci,先健科技,2015-04-20,715,2014-12-15,2015
1347 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Information Technology,0.5022,1347,Hua Hong Semi,華虹半導體,2015-04-20,716,2014-12-15,2015
1366 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,0.6614,1366,Jiangnan Gp,江南集團,2015-04-20,717,2014-12-15,2015
1371 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.7516,1371,China LotSyn,華彩控股,2015-04-20,718,2014-12-15,2015
1381 HK Equity,Add,50,,2015-03-09,1.0058,False,2014-12-29,-0.42735042735041473,HK,461,Regular,Utilities,,1381,Canvest Env,粵豐環保,2015-04-20,719,2014-12-29,2015
1778 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.6304,1778,Colour Life,彩生活,2015-04-20,720,2014-12-15,2015
1811 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Utilities,1.4087,1811,CGN Meiya,中廣核美亞,2015-04-20,721,2014-12-15,2015
1816 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Utilities,6.4574,1816,CGN Power,中廣核電力,2015-04-20,722,2014-12-15,2015
1881 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.6109,1881,Regal REIT,富豪產業信託,2015-04-20,723,2014-12-15,2015
1958 HK Equity,Add,50,,2015-03-09,1.0065,False,2014-12-19,-0.5617977528090012,HK,461,Regular,Unknown,,1958,BAIC Motor,北京汽車,2015-04-20,724,2014-12-19,2015
1980 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Information Technology,0.6272,1980,TianGe,天鴿互動,2015-04-20,725,2014-12-15,2015
2066 HK Equity,Add,50,,2015-03-09,1.0058,False,2014-12-29,0.13192612137202797,HK,461,Regular,Financials,,2066,ShengjingBank,盛京銀行,2015-04-20,726,2014-12-29,2015
2208 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,1.0919,2208,Goldwind,金風科技,2015-04-20,727,2014-12-15,2015
2236 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Energy,0.4744,2236,Wison Engrg,惠生工程,2015-04-20,728,2014-12-15,2015
2280 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Information Technology,0.583,2280,HC Intl,慧聰網,2015-04-20,729,2014-12-15,2015
2329 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.5471,2329,Guorui PPT,國瑞置業,2015-04-20,730,2014-12-15,2015
2348 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.5681,2348,Dawnrays Pharma,東瑞製葯,2015-04-20,731,2014-12-15,2015
2778 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.5611,2778,Champion REIT,冠君產業信託,2015-04-20,732,2014-12-15,2015
3393 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,0.8546,3393,Wasion Group,威勝集團,2015-04-20,733,2014-12-15,2015
3699 HK Equity,Add,50,,2015-03-09,1.0062,True,,,HK,461,Regular,Properties & Construction,,3699,Wanda Comm,萬達商業,2015-04-20,734,2014-12-15,2015
3823 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Industrials,0.4698,3823,Tech Pro,德普科技,2015-04-20,735,2014-12-15,2015
3886 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.6882,3886,Town Health,康健國際醫療,2015-04-20,736,2014-12-15,2015
6136 HK Equity,Add,50,,2015-03-09,1.0062,False,,,HK,461,Regular,Utilities,0.7254,6136,Kangda Env,康達環保,2015-04-20,737,2014-12-15,2015
116 HK Equity,Delete,-8,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.8012,116,Chow Sang Sang,周生生,2015-04-20,738,2014-12-15,2015
169 HK Equity,Delete,-8,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,1.5152,169,Wanda Hotel Dev,萬達酒店發展,2015-04-20,739,2014-12-15,2015
917 HK Equity,Delete,-8,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.7199,917,New World China,新世界中國,2015-04-20,740,2014-12-15,2015
1224 HK Equity,Delete,-8,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,1.1833,1224,C C Land,中渝置地,2015-04-20,741,2014-12-15,2015
1432 HK Equity,Delete,-8,,2015-03-09,1.0062,False,,,HK,461,Regular,Unknown,0.3382,1432,China Shengmu,中國聖牧,2015-04-20,742,2014-12-15,2015
1600 HK Equity,Delete,-8,,2015-03-09,1.0062,False,,,HK,461,Regular,Utilities,0.411,1600,Tian Lun Gas,天倫燃氣,2015-04-20,743,2014-12-15,2015
2178 HK Equity,Delete,-8,,2015-03-09,1.0062,False,,,HK,461,Regular,Energy,1.0063,2178,Petro-King,百勤油服,2015-04-20,744,2014-12-15,2015
3639 HK Equity,Delete,-8,,2015-03-09,1.0062,False,,,HK,461,Regular,Properties & Construction,0.4356,3639,Yida China,億達中國,2015-04-20,745,2014-12-15,2015
288 HK Equity,Add,5,,2014-12-08,1.0046,False,,,HK,419,Interim,Unknown,0.5024,288,WH Group,萬洲國際 ,2015-01-19,746,2014-09-15,2014
699 HK Equity,Add,5,,2014-12-08,1.0042,False,2014-09-19,28.941176470588246,HK,419,Interim,Unknown,,699,Car INC,神州租車,2015-01-19,747,2014-09-19,2014
787 HK Equity,Add,5,,2014-12-08,1.0046,False,,,HK,419,Interim,Unknown,0.6632,787,Global Brands,利標品牌,2015-01-19,748,2014-09-15,2014
1432 HK Equity,Add,5,,2014-12-08,1.0046,False,,,HK,419,Interim,Unknown,0.3832,1432,China ShengMu,中國聖牧 ,2015-01-19,749,2014-09-15,2014
2186 HK Equity,Add,5,,2014-12-08,1.0046,False,,,HK,419,Interim,Unknown,-0.6036,2186,Luye Pharma,綠葉製藥,2015-01-19,750,2014-09-15,2014
1060 HK Equity,Delete,-2,2014-08-14,2014-10-20,1.0052,False,,,HK,414,Interim,Unknown,0.2024,1060,Ali Pictures,阿里影業,2014-08-14,751,2014-07-28,2014
1101 HK Equity,Delete,-2,,2014-10-20,1.0052,False,,,HK,414,Interim,Industrials,1.1174,1101,CH Rongsheng,中國熔盛重工,2014-12-01,752,2014-07-28,2014
2222 HK Equity,Delete,-1,2014-08-08,2014-09-29,1.0065,False,,,HK,416,Interim,Unknown,0.9193,2222,NVC Lighting,雷士照明,2014-08-08,753,2014-07-07,2014
102 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Properties & Construction,0.5336,102,Summit Ascent,凱升控股,2014-10-20,754,2014-06-16,2014
169 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Properties & Construction,1.2247,169,Wanda Comm PPT,萬達商業地產,2014-10-20,755,2014-06-16,2014
283 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Properties & Construction,0.5507,283,Goldin PPT,高銀地產,2014-10-20,756,2014-06-16,2014
1730563D HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Industrials,0.7706,382,Welling Holding,威靈控股,2014-10-20,757,2014-06-16,2014
530 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Financials,0.6461,530,Goldin Fin Hold,高銀金融,2014-10-20,758,2014-06-16,2014
579 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Utilities,0.7521,579,JNCEC,京能清潔能源,2014-10-20,759,2014-06-16,2014
582 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Information Technology,0.1527,582,Landing Intl,藍鼎國際,2014-10-20,760,2014-06-16,2014
598 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Industrials,0.9262,598,SINOTRANS,中國外運,2014-10-20,761,2014-06-16,2014
665 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Financials,1.1884000000000001,665,Haitong Int'L,海通國際,2014-10-20,762,2014-06-16,2014
816 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Utilities,0.5875,816,Huadian Fuxin,華電福新,2014-10-20,763,2014-06-16,2014
818 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Information Technology,0.9858,818,Hi Sun Tech,高陽科技,2014-10-20,764,2014-06-16,2014
940 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Unknown,0.3974,940,C Animal Health,中國動物保健品,2014-10-20,765,2014-06-16,2014
963 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Unknown,0.7016,963,Bloomage Biotec,華熙生物科技,2014-10-20,766,2014-06-16,2014
978 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Properties & Construction,0.9529,978,Chi Mer Land,招商局置地,2014-10-20,767,2014-06-16,2014
996 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Properties & Construction,0.418,996,Carnival Group,嘉年華國際,2014-10-20,768,2014-06-16,2014
1009 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Properties & Construction,0.5246,1009,Int'L Ent,國際娛樂,2014-10-20,769,2014-06-16,2014
1045 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Telecommunications,0.4253,1045,Apt Satellite,亞太衛星,2014-10-20,770,2014-06-16,2014
1060 HK Equity,Add,37,2014-08-14,2014-09-08,1.0042,False,,,HK,417,Regular,Unknown,0.1924,1060,Ali Pictures,阿里影業,2014-08-14,771,2014-06-16,2014
1071 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Utilities,0.6514,1071,Huadian Power,華電國際電力股份,2014-10-20,772,2014-06-16,2014
1094 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Information Technology,0.4852,1094,C P Procurement,中國公共採購,2014-10-20,773,2014-06-16,2014
1148 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Unknown,0.7001,1148,Power Xinchen,新晨動力,2014-10-20,774,2014-06-16,2014
1165 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Industrials,0.4193,1165,Shunfeng Pv,順風光電,2014-10-20,775,2014-06-16,2014
1345 HK Equity,Add,37,,2014-09-08,1.0042,False,,,HK,417,Regular,Unknown,0.7963,1345,Pioneer Pharm,中國先鋒醫藥,2014-10-20,776,2014-06-16,2014
